c..sub.29.2.one.month....sub.31.0.initial....sub.20.0.initial...
82	sub.666.4.fourmonth
83	sub.526.20.sick
84	sub.781.11.sick
85	sub.669.4.fourmonth
86	sub.554.20.sick
87	sub.665.4.fourmonth
88	sub.728.3.twomonth
89	sub.484.6.ninemonth
90	sub.652.11.sick
91	sub.738.3.twomonth
92	sub.671.4.fourmonth
93	sub.790.11.sick
94	sub.554.23.sick
95	sub.728.13.sick
96	sub.571.5.sixmonth
97	sub.777.2.one.month
98	sub.733.3.twomonth
99	sub.670.4.fourmonth
100	sub.782.2.one.month
101	sub.781.2.one.month
102	sub.731.3.twomonth
103	sub.676.4.fourmonth
104	sub.408.7.one.year
105	sub.790.2.one.month
106	sub.728.11.sick
107	sub.470.14.sick
108	sub.397.7.one.year
109	sub.782.12.sick
110	sub.760.3.twomonth
111	sub.749.3.twomonth
112	sub.782.13.sick
113	sub.585.17.sick
114	sub.554.21.sick
115	sub.728.12.sick
116	sub.782.14.sick
117	sub.526.21.sick
118	sub.758.3.twomonth
119	sub.793.2.one.month
120	sub.533.12.sick
121	sub.524.11.sick
122	sub.692.4.fourmonth
123	sub.410.7.one.year
124	sub.439.7.one.year
125	sub.422.7.one.year
126	sub.782.15.sick
127	sub.571.17.sick
128	sub.436.7.one.year
129	sub.781.13.sick
130	sub.604.5.sixmonth
131	sub.526.6.ninemonth
132	sub.438.7.one.year
133	sub.431.7.one.year
134	sub.630.5.sixmonth
135	sub.781.3.twomonth
136	sub.782.3.twomonth
137	sub.394.7.one.year
138	sub.535.6.ninemonth
139	sub.554.24.sick
140	sub.709.4.fourmonth
141	sub.782.16.sick
142	sub.526.22.sick
143	sub.708.4.fourmonth
144	sub.554.22.sick
145	sub.670.11.sick
146	sub.527.6.ninemonth
147	sub.793.3.twomonth
148	sub.652.5.sixmonth
149	sub.554.6.ninemonth
150	sub.655.5.sixmonth
151	sub.431.17.sick
152	sub.728.4.fourmonth
153	sub.663.5.sixmonth
154	sub.657.5.sixmonth
155	sub.671.5.sixmonth
156	sub.733.4.fourmonth
157	sub.692.12.sick
158	sub.621.14.sick
159	sub.666.5.sixmonth
160	sub.526.23.sick
161	sub.571.6.ninemonth
162	sub.464.7.one.year
163	sub.781.14.sick
164	sub.659.5.sixmonth
165	sub.526.24.sick
166	sub.667.13.sick
167	sub.735.4.fourmonth
168	sub.676.5.sixmonth
169	sub.470.7.one.year
170	sub.749.4.fourmonth
171	sub.760.4.fourmonth
172	sub.585.6.ninemonth
173	sub.535.15.sick
174	sub.577.6.ninemonth
175	sub.758.4.fourmonth
176	sub.692.5.sixmonth
177	sub.711.4.fourmonth
178	sub.655.14.sick
179	sub.498.7.one.year
180	sub.782.4.fourmonth
181	sub.709.5.sixmonth
182	sub.541.6.ninemonth
183	sub.639.6.ninemonth
184	sub.708.5.sixmonth
185	sub.729.5.sixmonth
186	sub.630.6.ninemonth
187	sub.728.5.sixmonth
188	sub.535.7.one.year
189	sub.638.6.ninemonth
190	sub.526.7.one.year
191	sub.671.6.ninemonth
192	sub.657.6.ninemonth
193	sub.749.5.sixmonth
194	sub.663.6.ninemonth
195	sub.667.6.ninemonth
196	sub.659.6.ninemonth
197	sub.554.7.one.year
198	sub.669.6.ninemonth
199	sub.790.5.sixmonth
200	sub.571.7.one.year
201	sub.676.6.ninemonth
202	sub.758.5.sixmonth
203	sub.670.6.ninemonth
204	sub.781.5.sixmonth
205	sub.760.5.sixmonth
206	sub.695.6.ninemonth
207	sub.665.17.sick
208	sub.585.19.sick
209	sub.665.19.sick
210	sub.665.18.sick
211	sub.716.6.ninemonth
212	sub.733.6.ninemonth
213	sub.692.13.sick
214	sub.728.6.ninemonth
215	sub.793.5.sixmonth
216	sub.708.11.sick
217	sub.728.16.sick
218	sub.639.7.one.year
219	sub.670.12.sick
220	sub.728.17.sick
221	sub.735.6.ninemonth
222	sub.652.7.one.year
223	sub.663.7.one.year
224	sub.671.7.one.year
225	sub.666.7.one.year
226	sub.665.7.one.year
227	sub.758.6.ninemonth
228	sub.777.6.ninemonth
229	sub.782.6.ninemonth
230	sub.676.7.one.year
231	sub.686.7.one.year
232	sub.716.12.sick
233	sub.676.12.sick
234	sub.692.7.one.year
235	sub.793.6.ninemonth
236	sub.708.7.one.year
237	sub.355.12.sick
238	sub.222.5.sixmonth
239	sub.355.11.sick
240	sub.278.4.fourmonth
241	sub.278.5.sixmonth
242	sub.278.15.sick
243	sub.272.14.sick
244	sub.272.5.sixmonth
245	sub.267.12.sick
246	sub.267.5.sixmonth
247	sub.310.15.sick
248	sub.358.14.sick
249	sub.16.5.sixmonth
250	sub.14.5.sixmonth
251	sub.8.5.sixmonth
252	sub.13.5.sixmonth
253	sub.9.5.sixmonth
254	sub.94.11.sick
255	sub.90.5.sixmonth
256	sub.60.5.sixmonth
257	sub.347.5.sixmonth
258	sub.222.11.sick
259	sub.89.11.sick
260	sub.316.5.sixmonth
261	sub.367.5.sixmonth
262	sub.310.5.sixmonth
263	sub.144.5.sixmonth
264	sub.267.11.sick
265	sub.249.4.fourmonth
266	sub.97.2.one.month
267	sub.164.0.initial
268	sub.159.1.two.week
269	sub.355.4.fourmonth
270	sub.222.2.one.month
271	sub.222.3.twomonth
272	sub.198.3.twomonth
273	sub.278.11.sick
274	sub.144.11.sick
275	sub.267.0.initial
276	sub.28.11.sick
277	sub.28.1.two.week
278	sub.14.0.initial
279	sub.8.2.one.month
280	sub.90.1.two.week
281	sub.89.1.two.week
282	sub.60.1.two.week
283	sub.13.2.one.month
284	sub.28.2.one.month
285	sub.8.0.initial
286	sub.5.0.initial
287	sub.8.1.two.week
288	sub.60.2.one.month
289	sub.5.3.twomonth
290	sub.5.2.one.month
291	sub.144.0.initial
292	sub.9.0.initial
293	sub.60.0.initial
294	sub.13.0.initial
295	sub.89.0.initial
296	sub.28.3.twomonth
297	sub.94.1.two.week
298	sub.14.3.twomonth
299	sub.60.3.twomonth
300	sub.94.2.one.month
301	sub.60.4.fourmonth
302	sub.94.3.twomonth
303	sub.5.4.fourmonth
304	sub.89.3.twomonth
305	sub.144.1.two.week
306	sub.14.4.fourmonth
307	sub.9.4.fourmonth
308	sub.13.3.twomonth
309	sub.355.3.twomonth
310	sub.272.4.fourmonth
311	sub.358.3.twomonth
312	sub.310.14.sick
313	sub.358.12.sick
314	sub.367.12.sick
315	sub.376.2.one.month
316	sub.358.13.sick
317	sub.310.3.twomonth
318	sub.376.1.two.week
319	sub.358.2.one.month
320	sub.316.11.sick
321	sub.347.2.one.month
322	sub.355.1.two.week
323	sub.16.2.one.month
324	sub.272.11.sick
325	sub.310.12.sick
326	sub.278.3.twomonth
327	sub.358.0.initial
328	sub.347.1.two.week
329	sub.358.11.sick
330	sub.376.0.initial
331	sub.310.2.one.month
332	sub.267.3.twomonth
333	sub.198.4.fourmonth
334	sub.310.11.sick
335	sub.222.4.fourmonth
336	sub.307.1.two.week
337	sub.198.0.initial
338	sub.272.12.sick
339	sub.272.2.one.month
340	sub.310.1.two.week
341	sub.307.0.initial
342	sub.278.1.two.week
343	sub.198.2.one.month
344	sub.159.4.fourmonth
345	sub.222.1.two.week
346	sub.272.13.sick
347	sub.278.0.initial
348	sub.222.0.initial
349	sub.144.3.twomonth
350	sub.198.1.two.week
351	sub.13.4.fourmonth
352	sub.90.3.twomonth
353	sub.89.2.one.month
354	sub.272.1.two.week
355	sub.2.4.fourmonth
356	sub.192.0.initial
357	sub.110.2.one.month
358	sub.179.1.two.week
359	sub.188.2.one.month
360	sub.205.1.two.week
361	sub.197.2.one.month
362	sub.192.1.two.week
363	sub.197.1.two.week
364	sub.97.4.fourmonth
365	sub.57.11.sick
366	sub.205.0.initial
367	sub.46.5.sixmonth
368	sub.84.4.fourmonth
369	sub.24.5.sixmonth
370	sub.179.2.one.month
371	sub.184.2.one.month
372	sub.139.3.twomonth
373	sub.164.3.twomonth
374	sub.96.4.fourmonth
375	sub.111.2.one.month
376	sub.31.5.sixmonth
377	sub.165.3.twomonth
378	sub.209.1.two.week
379	sub.20.5.sixmonth
380	sub.228.3.twomonth
381	sub.226.0.initial
382	sub.162.3.twomonth
383	sub.225.0.initial
384	sub.111.4.fourmonth
385	sub.209.2.one.month
386	sub.2.11.sick
387	sub.237.1.two.week
388	sub.247.0.initial
389	sub.29.5.sixmonth
390	sub.57.5.sixmonth
391	sub.188.3.twomonth
392	sub.233.0.initial
393	sub.246.1.two.week
394	sub.99.4.fourmonth
395	sub.179.3.twomonth
396	sub.134.4.fourmonth
397	sub.110.4.fourmonth
398	sub.205.2.one.month
399	sub.225.2.one.month
400	sub.197.3.twomonth
401	sub.249.0.initial
402	sub.226.2.one.month
403	sub.246.2.one.month
404	sub.67.5.sixmonth
405	sub.237.12.sick
406	sub.233.2.one.month
407	sub.209.3.twomonth
408	sub.55.5.sixmonth
409	sub.260.0.initial
410	sub.205.3.twomonth
411	sub.78.5.sixmonth
412	sub.162.11.sick
413	sub.247.2.one.month
414	sub.249.1.two.week
415	sub.29.11.sick
416	sub.139.4.fourmonth
417	sub.247.11.sick
418	sub.249.2.one.month
419	sub.226.3.twomonth
420	sub.275.0.initial
421	sub.162.4.fourmonth
422	sub.2.12.sick
423	sub.164.4.fourmonth
424	sub.97.5.sixmonth
425	sub.96.5.sixmonth
426	sub.165.4.fourmonth
427	sub.99.5.sixmonth
428	sub.275.1.two.week
429	sub.24.6.ninemonth
430	sub.237.3.twomonth
431	sub.205.11.sick
432	sub.9.6.ninemonth
433	sub.280.0.initial
434	sub.2.6.ninemonth
435	sub.179.4.fourmonth
436	sub.16.6.ninemonth
437	sub.53.6.ninemonth
438	sub.188.4.fourmonth
439	sub.247.3.twomonth
440	sub.233.3.twomonth
441	sub.8.6.ninemonth
442	sub.273.2.one.month
443	sub.299.0.initial
444	sub.246.3.twomonth
445	sub.290.2.one.month
446	sub.282.0.initial
447	sub.275.2.one.month
448	sub.184.4.fourmonth
449	sub.110.5.sixmonth
450	sub.192.4.fourmonth
451	sub.282.2.one.month
452	sub.237.11.sick
453	sub.14.6.ninemonth
454	sub.249.3.twomonth
455	sub.205.4.fourmonth
456	sub.20.6.ninemonth
457	sub.309.1.two.week
458	sub.29.6.ninemonth
459	sub.299.1.two.week
460	sub.312.0.initial
461	sub.31.6.ninemonth
462	sub.321.0.initial
463	sub.2.13.sick
464	sub.209.4.fourmonth
465	sub.304.2.one.month
466	sub.179.11.sick
467	sub.149.5.sixmonth
468	sub.309.2.one.month
469	sub.55.6.ninemonth
470	sub.57.6.ninemonth
471	sub.275.3.twomonth
472	sub.290.3.twomonth
473	sub.273.3.twomonth
474	sub.2.14.sick
475	sub.312.2.one.month
476	sub.304.11.sick
477	sub.179.12.sick
478	sub.60.6.ninemonth
479	sub.165.5.sixmonth
480	sub.226.4.fourmonth
481	sub.321.2.one.month
482	sub.282.3.twomonth
483	sub.304.12.sick
484	sub.233.4.fourmonth
485	sub.280.3.twomonth
486	sub.247.12.sick
487	sub.360.0.initial
488	sub.304.3.twomonth
489	sub.299.3.twomonth
490	sub.246.4.fourmonth
491	sub.2.15.sick
492	sub.188.5.sixmonth
493	sub.2.16.sick
494	sub.78.6.ninemonth
495	sub.179.5.sixmonth
496	sub.370.1.two.week
497	sub.384.0.initial
498	sub.309.3.twomonth
499	sub.360.2.one.month
500	sub.53.7.one.year
501	sub.384.11.sick
502	sub.89.12.sick
503	sub.94.6.ninemonth
504	sub.321.3.twomonth
505	sub.16.7.one.year
506	sub.8.7.one.year
507	sub.237.4.fourmonth
508	sub.364.2.one.month
509	sub.394.0.initial
510	sub.162.5.sixmonth
511	sub.192.5.sixmonth
512	sub.260.4.fourmonth
513	sub.247.4.fourmonth
514	sub.394.1.two.week
515	sub.179.13.sick
516	sub.110.6.ninemonth
517	sub.349.3.twomonth
518	sub.46.7.one.year
519	sub.111.6.ninemonth
520	sub.90.13.sick
521	sub.394.11.sick
522	sub.273.4.fourmonth
523	sub.410.1.two.week
524	sub.13.7.one.year
525	sub.16.12.sick
526	sub.397.2.one.month
527	sub.384.2.one.month
528	sub.2.17.sick
529	sub.424.0.initial
530	sub.290.4.fourmonth
531	sub.431.0.initial
532	sub.394.2.one.month
533	sub.247.13.sick
534	sub.14.7.one.year
535	sub.360.3.twomonth
536	sub.439.0.initial
537	sub.436.0.initial
538	sub.438.0.initial
539	sub.434.0.initial
540	sub.144.6.ninemonth
541	sub.9.7.one.year
542	sub.439.1.two.week
543	sub.408.2.one.month
544	sub.222.12.sick
545	sub.438.1.two.week
546	sub.436.1.two.week
547	sub.429.1.two.week
548	sub.233.5.sixmonth
549	sub.440.1.two.week
550	sub.427.0.initial
551	sub.139.6.ninemonth
552	sub.410.2.one.month
553	sub.364.3.twomonth
554	sub.416.0.initial
555	sub.434.1.two.week
556	sub.431.1.two.week
557	sub.422.0.initial
558	sub.405.0.initial
559	sub.226.5.sixmonth
560	sub.29.7.one.year
561	sub.454.0.initial
562	sub.439.11.sick
563	sub.384.3.twomonth
564	sub.454.1.two.week
565	sub.427.2.one.month
566	sub.439.2.one.month
567	sub.436.2.one.month
568	sub.159.6.ninemonth
569	sub.397.3.twomonth
570	sub.434.2.one.month
571	sub.312.4.fourmonth
572	sub.67.7.one.year
573	sub.321.4.fourmonth
574	sub.188.6.ninemonth
575	sub.164.6.ninemonth
576	sub.471.0.initial
577	sub.440.2.one.month
578	sub.464.1.two.week
579	sub.249.5.sixmonth
580	sub.222.13.sick
581	sub.445.2.one.month
582	sub.408.3.twomonth
583	sub.222.15.sick
584	sub.439.12.sick
585	sub.394.3.twomonth
586	sub.454.2.one.month
587	sub.470.1.two.week
588	sub.405.4.fourmonth
589	sub.471.1.two.week
590	sub.162.6.ninemonth
591	sub.78.7.one.year
592	sub.454.11.sick
593	sub.438.11.sick
594	sub.179.6.ninemonth
595	sub.247.5.sixmonth
596	sub.422.3.twomonth
597	sub.222.14.sick
598	sub.90.7.one.year
599	sub.470.11.sick
600	sub.273.5.sixmonth
601	sub.431.3.twomonth
602	sub.427.3.twomonth
603	sub.434.3.twomonth
604	sub.440.3.twomonth
605	sub.349.4.fourmonth
606	sub.97.7.one.year
607	sub.184.6.ninemonth
608	sub.470.2.one.month
609	sub.431.11.sick
610	sub.405.12.sick
611	sub.475.2.one.month
612	sub.84.7.one.year
613	sub.445.3.twomonth
614	sub.370.11.sick
615	sub.290.5.sixmonth
616	sub.290.11.sick
617	sub.198.6.ninemonth
618	sub.364.4.fourmonth
619	sub.111.7.one.year
620	sub.484.2.one.month
621	sub.484.11.sick
622	sub.280.5.sixmonth
623	sub.89.13.sick
624	sub.299.5.sixmonth
625	sub.454.3.twomonth
626	sub.464.3.twomonth
627	sub.470.3.twomonth
628	sub.309.5.sixmonth
629	sub.247.15.sick
630	sub.290.12.sick
631	sub.527.0.initial
632	sub.524.1.two.week
633	sub.475.3.twomonth
634	sub.498.2.one.month
635	sub.96.7.one.year
636	sub.405.5.sixmonth
637	sub.408.4.fourmonth
638	sub.225.6.ninemonth
639	sub.144.12.sick
640	sub.535.0.initial
641	sub.533.0.initial
642	sub.527.1.two.week
643	sub.511.2.one.month
644	sub.424.4.fourmonth
645	sub.144.7.one.year
646	sub.535.1.two.week
647	sub.410.4.fourmonth
648	sub.159.13.sick
649	sub.321.5.sixmonth
650	sub.484.3.twomonth
651	sub.416.4.fourmonth
652	sub.535.12.sick
653	sub.533.2.one.month
654	sub.524.2.one.month
655	sub.527.2.one.month
656	sub.149.7.one.year
657	sub.563.0.initial
658	sub.434.4.fourmonth
659	sub.429.4.fourmonth
660	sub.427.4.fourmonth
661	sub.422.4.fourmonth
662	sub.228.12.sick
663	sub.159.7.one.year
664	sub.554.1.two.week
665	sub.436.4.fourmonth
666	sub.535.2.one.month
667	sub.498.3.twomonth
668	sub.541.2.one.month
669	sub.533.11.sick
670	sub.273.12.sick
671	sub.360.5.sixmonth
672	sub.349.5.sixmonth
673	sub.554.12.sick
674	sub.511.3.twomonth
675	sub.228.7.one.year
676	sub.571.1.two.week
677	sub.533.3.twomonth
678	sub.179.7.one.year
679	sub.573.11.sick
680	sub.445.4.fourmonth
681	sub.364.5.sixmonth
682	sub.554.13.sick
683	sub.527.11.sick
684	sub.164.7.one.year
685	sub.249.6.ninemonth
686	sub.370.5.sixmonth
687	sub.431.13.sick
688	sub.526.11.sick
689	sub.247.16.sick
690	sub.577.1.two.week
691	sub.554.2.one.month
692	sub.260.6.ninemonth
693	sub.524.3.twomonth
694	sub.273.6.ninemonth
695	sub.586.0.initial
696	sub.267.6.ninemonth
697	sub.188.7.one.year
698	sub.571.2.one.month
699	sub.569.2.one.month
700	sub.563.2.one.month
701	sub.527.12.sick
702	sub.464.4.fourmonth
703	sub.526.12.sick
704	sub.454.4.fourmonth
705	sub.573.12.sick
706	sub.280.6.ninemonth
707	sub.586.1.two.week
708	sub.585.0.initial
709	sub.527.3.twomonth
710	sub.272.6.ninemonth
711	sub.471.4.fourmonth
712	sub.475.4.fourmonth
713	sub.394.5.sixmonth
714	sub.282.6.ninemonth
715	sub.573.2.one.month
716	sub.405.13.sick
717	sub.586.11.sick
718	sub.247.17.sick
719	sub.225.11.sick
720	sub.577.2.one.month
721	sub.601.1.two.week
722	sub.535.3.twomonth
723	sub.526.13.sick
724	sub.397.5.sixmonth
725	sub.604.1.two.week
726	sub.290.6.ninemonth
727	sub.192.7.one.year
728	sub.585.13.sick
729	sub.299.6.ninemonth
730	sub.498.4.fourmonth
731	sub.416.5.sixmonth
732	sub.601.2.one.month
733	sub.309.6.ninemonth
734	sub.310.6.ninemonth
735	sub.569.3.twomonth
736	sub.422.5.sixmonth
737	sub.197.7.one.year
738	sub.585.14.sick
739	sub.436.5.sixmonth
740	sub.526.15.sick
741	sub.424.5.sixmonth
742	sub.312.6.ninemonth
743	sub.316.6.ninemonth
744	sub.431.5.sixmonth
745	sub.554.3.twomonth
746	sub.222.7.one.year
747	sub.571.3.twomonth
748	sub.440.5.sixmonth
749	sub.604.2.one.month
750	sub.427.5.sixmonth
751	sub.307.6.ninemonth
752	sub.577.3.twomonth
753	sub.630.0.initial
754	sub.601.11.sick
755	sub.638.0.initial
756	sub.321.6.ninemonth
757	sub.533.4.fourmonth
758	sub.445.5.sixmonth
759	sub.358.6.ninemonth
760	sub.639.0.initial
761	sub.408.12.sick
762	sub.233.7.one.year
763	sub.655.0.initial
764	sub.524.4.fourmonth
765	sub.585.3.twomonth
766	sub.652.0.initial
767	sub.226.7.one.year
768	sub.526.14.sick
769	sub.655.1.two.week
770	sub.511.11.sick
771	sub.601.3.twomonth
772	sub.666.0.initial
773	sub.657.1.two.week
774	sub.347.6.ninemonth
775	sub.431.14.sick
776	sub.355.6.ninemonth
777	sub.554.14.sick
778	sub.665.0.initial
779	sub.571.11.sick
780	sub.604.3.twomonth
781	sub.573.16.sick
782	sub.475.5.sixmonth
783	sub.464.5.sixmonth
784	sub.535.4.fourmonth
785	sub.541.4.fourmonth
786	sub.527.4.fourmonth
787	sub.665.11.sick
788	sub.364.6.ninemonth
789	sub.511.12.sick
790	sub.639.2.one.month
791	sub.666.1.two.week
792	sub.652.2.one.month
793	sub.405.14.sick
794	sub.367.6.ninemonth
795	sub.260.7.one.year
796	sub.621.3.twomonth
797	sub.571.16.sick
798	sub.535.14.sick
799	sub.376.6.ninemonth
800	sub.247.7.one.year
801	sub.665.2.one.month
802	sub.666.2.one.month
803	sub.586.12.sick
804	sub.663.2.one.month
805	sub.571.12.sick
806	sub.563.4.fourmonth
807	sub.671.2.one.month
808	sub.686.0.initial
809	sub.655.11.sick
810	sub.535.13.sick
811	sub.511.13.sick
812	sub.601.12.sick
813	sub.655.12.sick
814	sub.676.2.one.month
815	sub.272.7.one.year
816	sub.554.4.fourmonth
817	sub.672.2.one.month
818	sub.282.7.one.year
819	sub.273.7.one.year
820	sub.571.4.fourmonth
821	sub.672.11.sick
822	sub.397.6.ninemonth
823	sub.692.0.initial
824	sub.267.7.one.year
825	sub.394.6.ninemonth
826	sub.695.0.initial
827	sub.470.5.sixmonth
828	sub.630.3.twomonth
829	sub.408.6.ninemonth
830	sub.569.4.fourmonth
831	sub.440.12.sick
832	sub.669.2.one.month
833	sub.686.2.one.month
834	sub.638.3.twomonth
835	sub.573.4.fourmonth
836	sub.527.15.sick
837	sub.708.0.initial
838	sub.429.11.sick
839	sub.639.3.twomonth
840	sub.471.5.sixmonth
841	sub.655.3.twomonth
842	sub.511.5.sixmonth
843	sub.657.3.twomonth
844	sub.554.15.sick
845	sub.666.3.twomonth
846	sub.571.13.sick
847	sub.672.3.twomonth
848	sub.663.3.twomonth
849	sub.711.0.initial
850	sub.307.7.one.year
851	sub.665.3.twomonth
852	sub.454.13.sick
853	sub.586.4.fourmonth
854	sub.659.3.twomonth
855	sub.524.5.sixmonth
856	sub.427.6.ninemonth
857	sub.671.3.twomonth
858	sub.695.2.one.month
859	sub.709.0.initial
860	sub.526.18.sick
861	sub.416.6.ninemonth
862	sub.711.1.two.week
863	sub.440.6.ninemonth
864	sub.601.4.fourmonth
865	sub.569.13.sick
866	sub.309.7.one.year
867	sub.431.6.ninemonth
868	sub.360.6.ninemonth
869	sub.554.16.sick
870	sub.533.5.sixmonth
871	sub.429.6.ninemonth
872	sub.708.1.two.week
873	sub.571.14.sick
874	sub.526.5.sixmonth
875	sub.422.6.ninemonth
876	sub.729.0.initial
877	sub.436.6.ninemonth
878	sub.535.5.sixmonth
879	sub.676.3.twomonth
880	sub.711.11.sick
881	sub.665.13.sick
882	sub.367.13.sick
883	sub.569.14.sick
884	sub.692.11.sick
885	sub.738.0.initial
886	sub.431.15.sick
887	sub.321.7.one.year
888	sub.676.11.sick
889	sub.554.17.sick
890	sub.571.15.sick
891	sub.665.14.sick
892	sub.310.7.one.year
893	sub.731.0.initial
894	sub.527.5.sixmonth
895	sub.670.0.initial
896	sub.731.11.sick
897	sub.445.6.ninemonth
898	sub.733.1.two.week
899	sub.735.1.two.week
900	sub.738.1.two.week
901	sub.405.7.one.year
902	sub.439.18.sick
903	sub.454.6.ninemonth
904	sub.667.3.twomonth
905	sub.711.2.one.month
906	sub.686.3.twomonth
907	sub.749.11.sick
908	sub.716.2.one.month
909	sub.655.13.sick
910	sub.729.2.one.month
911	sub.665.15.sick
912	sub.554.19.sick
913	sub.758.0.initial
914	sub.316.7.one.year
915	sub.621.4.fourmonth
916	sub.347.7.one.year
917	sub.554.5.sixmonth
918	sub.716.11.sick
919	sub.349.7.one.year
920	sub.735.2.one.month
921	sub.665.16.sick
922	sub.708.3.twomonth
923	sub.728.2.one.month
924	sub.464.6.ninemonth
925	sub.760.0.initial
926	sub.695.3.twomonth
927	sub.731.2.one.month
928	sub.733.2.one.month
929	sub.738.2.one.month
930	sub.630.4.fourmonth
931	sub.360.7.one.year
932	sub.431.16.sick
933	sub.470.6.ninemonth
934	sub.638.4.fourmonth
935	sub.639.4.fourmonth
936	sub.760.12.sick
937	sub.709.3.twomonth
938	sub.777.0.initial
939	sub.729.12.sick
940	sub.367.7.one.year
941	sub.358.7.one.year
942	sub.782.11.sick
943	sub.760.2.one.month
944	sub.655.4.fourmonth
945	sub.749.2.one.month
946	sub.527.16.sick
947	sub.652.4.fourmonth
948	sub.667.4.fourmonth
949	sub.471.6.ninemonth
950	sub.790.0.initial
951	sub.760.13.sick
952	sub.711.3.twomonth
953	sub.777.1.two.week
954	sub.716.3.twomonth
