"sampleID" "shannon" "chao1" "consequtive" "bray" "jacc"
"575" "sub.438.0.initial" 1.44705850073492 22 "sub.438.1.two.week" 0.309044536799 0.428571428571429
"577" "sub.434.0.initial" 1.61340170180819 26 "sub.434.1.two.week" 0.799847916653126 0.291666666666667
"578" "sub.144.6.ninemonth" 2.8462492880141 32 "sub.144.12.sick" 0.618594982186839 0.413793103448276
"579" "sub.9.7.one.year" 3.19487022822281 36 NA NA NA
"580" "sub.439.1.two.week" 1.5298608380886 37 "sub.439.11.sick" 0.543718202648647 0.5
"581" "sub.408.2.one.month" 1.92073882261351 23 "sub.408.3.twomonth" 0.718682463587534 0.315789473684211
"582" "sub.222.12.sick" 3.16685788571537 33 "sub.222.13.sick" 0.559210309046836 0.542857142857143
"583" "sub.438.1.two.week" 1.11771201194698 21 "sub.438.11.sick" 0.699320144545844 0.5
"584" "sub.436.1.two.week" 1.02226102259779 17 "sub.436.2.one.month" 0.510566301070455 0.461538461538462
"585" "sub.429.1.two.week" 1.65447326036072 24 "sub.429.4.fourmonth" 0.784007505104575 0.416666666666667
"586" "sub.233.5.sixmonth" 2.50993115654339 24 "sub.233.7.one.year" 0.642772896539843 0.393939393939394
"587" "sub.440.1.two.week" 1.48198000429011 19 "sub.440.2.one.month" 0.976686615650542 0.444444444444444
"588" "sub.427.0.initial" 1.63853426052764 19 "sub.427.2.one.month" 0.505015587555405 0.3125
"589" "sub.139.6.ninemonth" 3.62418445181226 37 NA NA NA
"590" "sub.410.2.one.month" 2.19878593200981 23 "sub.410.4.fourmonth" 0.780187914883939 0.45
"591" "sub.364.3.twomonth" 1.6976633313674 29 "sub.364.4.fourmonth" 0.567668205760091 0.645161290322581
"592" "sub.416.0.initial" 1.3241725199124 30 "sub.416.4.fourmonth" 0.54905197550101 0.642857142857143
"593" "sub.434.1.two.week" 2.22152166993103 28 "sub.434.2.one.month" 0.602230348673015 0.434782608695652
"594" "sub.431.1.two.week" 1.59564630516097 19 "sub.431.3.twomonth" 0.811855003545656 0.578947368421053
"595" "sub.422.0.initial" 1.226944633214 31 "sub.422.3.twomonth" 0.562919094206881 0.434782608695652
"596" "sub.405.0.initial" 1.88270960478906 27 "sub.405.4.fourmonth" 0.669619142477708 0.448275862068966
"598" "sub.226.5.sixmonth" 2.45432787459464 22 "sub.226.7.one.year" 0.966590752171807 0.666666666666667
"599" "sub.29.7.one.year" 1.80617165659701 37 NA NA NA
"600" "sub.454.0.initial" 1.57256416540299 20 "sub.454.1.two.week" 0.951240758782738 0.588235294117647
"601" "sub.439.11.sick" 1.56384797359388 18 "sub.439.2.one.month" 0.144894530520814 0.529411764705882
"602" "sub.384.3.twomonth" 2.92252739518286 19 NA NA NA
"603" "sub.454.1.two.week" 2.02596770417785 11 "sub.454.2.one.month" 0.701802446301757 0.470588235294118
"604" "sub.427.2.one.month" 1.80309828135524 18 "sub.427.3.twomonth" 0.668102548997951 0.476190476190476
"605" "sub.439.2.one.month" 1.1221232876293 10 "sub.439.12.sick" 0.128307357738311 0.3
"606" "sub.436.2.one.month" 1.0553780705698 11 "sub.436.4.fourmonth" 0.470665215317442 0.769230769230769
"607" "sub.159.6.ninemonth" 3.19675632012877 26 "sub.159.13.sick" 0.69195032198712 0.217391304347826
"608" "sub.397.3.twomonth" 1.69721202601067 20 "sub.397.5.sixmonth" 0.925104362773185 0.608695652173913
"609" "sub.434.2.one.month" 1.03296619338247 17 "sub.434.3.twomonth" 0.993113792868344 0.705882352941176
"610" "sub.312.4.fourmonth" 1.78382209488998 16 "sub.312.6.ninemonth" 0.844828857526287 0.730769230769231
"611" "sub.67.7.one.year" 3.25600051651182 29 NA NA NA
"612" "sub.321.4.fourmonth" 2.40431642206906 17 "sub.321.5.sixmonth" 0.659691910195933 0.666666666666667
"613" "sub.188.6.ninemonth" 2.81665300546736 24 "sub.188.7.one.year" 0.894662691261754 0.541666666666667
"614" "sub.164.6.ninemonth" 2.22649088619574 30 "sub.164.7.one.year" 0.964730580825752 0.580645161290323
"615" "sub.471.0.initial" 1.7827474760771 9 "sub.471.1.two.week" 0.719793660923208 0.2
"616" "sub.440.2.one.month" 1.22714009172501 12 "sub.440.3.twomonth" 0.951896596041567 0.266666666666667
"617" "sub.464.1.two.week" 1.03778964815849 12 "sub.464.3.twomonth" NA NA
"618" "sub.249.5.sixmonth" 2.83036503200151 16 "sub.249.6.ninemonth" 0.560572824710645 0.730769230769231
"619" "sub.222.13.sick" 2.31443683491587 26 "sub.222.15.sick" 0.275845736801266 0.583333333333333
"620" "sub.445.2.one.month" 2.2841073451403 16 "sub.445.3.twomonth" 0.595295611235519 0.153846153846154
"621" "sub.408.3.twomonth" 2.36706859076219 17 "sub.408.4.fourmonth" 0.548110873839778 0.4
"622" "sub.222.15.sick" 1.87083545883648 19 "sub.222.14.sick" 0.786095776670706 0.653846153846154
"623" "sub.439.12.sick" 1.22529854981183 12 "sub.439.18.sick" 0.950767726161369 0.529411764705882
"624" "sub.394.3.twomonth" 2.04163416917622 25 "sub.394.5.sixmonth" 0.81393666249642 0.608695652173913
"626" "sub.454.2.one.month" 2.66101046331444 19 "sub.454.11.sick" 0.375299397716438 0.285714285714286
"627" "sub.470.1.two.week" 0.800090558475684 14 "sub.470.11.sick" 0.495570261473131 0.357142857142857
"628" "sub.405.4.fourmonth" 2.66762533223141 28 "sub.405.12.sick" 0.493756564359902 0.428571428571429
"629" "sub.471.1.two.week" 1.97831520278464 14 "sub.471.4.fourmonth" 0.640567436964739 0.631578947368421
"630" "sub.162.6.ninemonth" 2.57285164582209 20 NA NA NA
"631" "sub.78.7.one.year" 3.55688207801362 26 NA NA NA
"632" "sub.454.11.sick" 3.07778588274409 23 "sub.454.3.twomonth" 0.506698187549251 0.448275862068966
"633" "sub.438.11.sick" 2.21804460579265 22 "sub.438.7.one.year" 0.743719424290407 0.636363636363636
"634" "sub.179.6.ninemonth" 1.64780550643726 19 "sub.179.7.one.year" 0.368964412431323 0.458333333333333
"635" "sub.247.5.sixmonth" 2.49516575708912 23 "sub.247.15.sick" 0.167794734796001 0.176470588235294
"636" "sub.422.3.twomonth" 1.01376356638572 18 "sub.422.4.fourmonth" 0.524635475532379 0.5
"637" "sub.222.14.sick" 3.6570102873816 26 "sub.222.7.one.year" 0.751295668992637 0.517241379310345
"639" "sub.90.7.one.year" 2.42997784819885 24 NA NA NA
"640" "sub.470.11.sick" 2.09960377529839 18 "sub.470.2.one.month" 0.228755629729544 0.266666666666667
"641" "sub.273.5.sixmonth" 2.28561890844112 18 "sub.273.12.sick" 0.770662866014278 0.703703703703704
"642" "sub.431.3.twomonth" 1.63068889835093 10 "sub.431.11.sick" 0.579647477005387 0.25
"644" "sub.427.3.twomonth" 1.82335743409036 24 "sub.427.4.fourmonth" 0.806958279909261 0.5
"645" "sub.434.3.twomonth" 0.575725531200884 9 "sub.434.4.fourmonth" 0.985916590879564 0.625
"646" "sub.440.3.twomonth" 1.679025927742 15 "sub.440.5.sixmonth" 0.946388735209609 0.473684210526316
"647" "sub.349.4.fourmonth" 2.51744313412815 20 "sub.349.5.sixmonth" 0.754884215633222 0.518518518518518
"648" "sub.97.7.one.year" 2.73194355751953 29 NA NA NA
"649" "sub.184.6.ninemonth" 2.88872738840857 32 NA NA NA
"650" "sub.470.2.one.month" 2.2949451863835 16 "sub.470.3.twomonth" 0.482256228658151 0.166666666666667
"651" "sub.431.11.sick" 1.95847005929503 14 "sub.431.13.sick" 0.59783354946983 0.608695652173913
"652" "sub.405.12.sick" 2.72510320876839 28 "sub.405.5.sixmonth" 0.494446902893655 0.291666666666667
"653" "sub.475.2.one.month" 2.00602706423161 16 "sub.475.3.twomonth" 0.71020009760859 0.411764705882353
"654" "sub.84.7.one.year" 2.2424768764541 30 NA NA NA
"655" "sub.445.3.twomonth" 1.62223137316853 16 "sub.445.4.fourmonth" 0.756564322304198 0.545454545454545
"656" "sub.370.11.sick" 2.90646843242634 18 "sub.370.5.sixmonth" 0.696504212633245 0.541666666666667
"657" "sub.290.5.sixmonth" 2.5419651700631 17 "sub.290.12.sick" 0.340936018957346 0.230769230769231
"658" "sub.290.11.sick" 2.17854481464254 18 "sub.290.12.sick" 0.280025025868085 0.285714285714286
"659" "sub.198.6.ninemonth" 2.12392607198256 18 NA NA NA
"660" "sub.364.4.fourmonth" 1.9643020093521 25 "sub.364.5.sixmonth" 0.441773739702343 0.5
"661" "sub.111.7.one.year" 2.84237983419428 37 NA NA NA
"662" "sub.484.2.one.month" 0.451641358564098 13 "sub.484.3.twomonth" 0.458701523171654 0.25
"663" "sub.484.11.sick" 0.288086478966781 11 "sub.484.3.twomonth" 0.411970508124354 0.454545454545455
"664" "sub.280.5.sixmonth" 2.96046139747338 18 "sub.280.6.ninemonth" 0.461649301706939 0.478260869565217
"665" "sub.89.13.sick" 3.60037559148033 35 NA NA NA
"666" "sub.299.5.sixmonth" 1.75899761607809 16 "sub.299.6.ninemonth" 0.928866447653353 0.592592592592593
"667" "sub.454.3.twomonth" 2.99346116134319 31 "sub.454.4.fourmonth" 0.759811077715758 0.25
"669" "sub.464.3.twomonth" 1.87255951848701 18 "sub.464.4.fourmonth" 0.466581077894516 0.454545454545455
"670" "sub.470.3.twomonth" 2.69861285607311 14 "sub.470.5.sixmonth" 0.63059415961097 0.652173913043478
"671" "sub.309.5.sixmonth" 3.02278991262571 20 "sub.309.6.ninemonth" 0.671193149530696 0.586206896551724
"672" "sub.247.15.sick" 2.30821250703503 23 "sub.247.16.sick" 0.29176395786058 0.391304347826087
"673" "sub.290.12.sick" 2.34839677359373 15 "sub.290.6.ninemonth" 0.514558851727066 0.666666666666667
"674" "sub.527.0.initial" 0.659800320112193 11 "sub.527.1.two.week" 0.289372053710092 0.533333333333333
"675" "sub.524.1.two.week" 1.64389901786762 11 "sub.524.2.one.month" 0.322057536238335 0.578947368421053
"676" "sub.475.3.twomonth" 1.85346313798042 19 "sub.475.4.fourmonth" 0.980898516700459 0.357142857142857
"677" "sub.498.2.one.month" 2.85861727361371 22 "sub.498.3.twomonth" 0.431992456859827 0.375
"678" "sub.96.7.one.year" 2.50585276935088 32 NA NA NA
"679" "sub.405.5.sixmonth" 3.10563882696061 29 "sub.405.13.sick" 0.46526011506443 0.407407407407407
"680" "sub.408.4.fourmonth" 2.67891599033601 25 "sub.408.12.sick" 0.970681752016486 0.725
"681" "sub.225.6.ninemonth" 2.57787452972849 32 "sub.225.11.sick" 0.464859418664335 0.487179487179487
"682" "sub.144.12.sick" 2.86384397293978 25 "sub.144.7.one.year" 0.703144471465041 0.5
"683" "sub.535.0.initial" 1.65045116974018 21 "sub.535.1.two.week" 0.18898646176363 0.421052631578947
"684" "sub.533.0.initial" 0.504492608121894 13 "sub.533.2.one.month" 0.424874143764958 0.583333333333333
"685" "sub.527.1.two.week" 1.79894673194866 17 "sub.527.2.one.month" 0.20618524431089 0.470588235294118
"686" "sub.511.2.one.month" 1.86421503237815 12 "sub.511.3.twomonth" 0.63938949728378 0.384615384615385
"687" "sub.424.4.fourmonth" 3.00174383271424 32 "sub.424.5.sixmonth" 0.616294182105451 0.515151515151515
"688" "sub.144.7.one.year" 3.40281162090663 33 NA NA NA
"689" "sub.535.1.two.week" 2.2705462541062 20 "sub.535.12.sick" 0.245921200019481 0.277777777777778
"690" "sub.410.4.fourmonth" 0.925529370403947 14 "sub.410.7.one.year" 0.927401102145247 0.714285714285714
"691" "sub.159.13.sick" 2.63780654513024 29 "sub.159.7.one.year" 0.20734060131636 0.259259259259259
"692" "sub.321.5.sixmonth" 2.53878056313023 19 "sub.321.6.ninemonth" 0.647021290885889 0.4375
"693" "sub.484.3.twomonth" 1.25536897615724 12 "sub.484.6.ninemonth" 0.978589620298646 0.678571428571428
"694" "sub.416.4.fourmonth" 2.06480299814811 16 "sub.416.5.sixmonth" 0.963220185276595 0.4375
"695" "sub.535.12.sick" 2.07878746201813 19 "sub.535.2.one.month" 0.519358493080699 0.521739130434783
"696" "sub.533.2.one.month" 1.09419989295187 8 "sub.533.11.sick" 0.381285635285368 0.538461538461538
"697" "sub.524.2.one.month" 1.36206976828303 18 "sub.524.3.twomonth" 0.348864946527253 0.277777777777778
"698" "sub.527.2.one.month" 1.80227121078328 19 "sub.527.11.sick" 0.426005206826728 0.470588235294118
"699" "sub.149.7.one.year" 3.21691864156469 23 NA NA NA
"700" "sub.563.0.initial" 1.83482573424299 13 "sub.563.2.one.month" 0.327384526697572 0.666666666666667
"701" "sub.434.4.fourmonth" 2.19288607995801 19 NA NA NA
"702" "sub.429.4.fourmonth" 3.58044305616318 24 "sub.429.11.sick" 0.867892528786932 0.542857142857143
"703" "sub.427.4.fourmonth" 3.1425865022863 21 "sub.427.5.sixmonth" 0.361814540405716 0.357142857142857
"704" "sub.422.4.fourmonth" 1.57223467162453 14 "sub.422.5.sixmonth" 0.82857269189954 0.4375
"705" "sub.228.12.sick" 2.39440449462016 32 "sub.228.7.one.year" 0.601516108654454 0.411764705882353
"706" "sub.159.7.one.year" 3.17131365129859 34 NA NA NA
"707" "sub.554.1.two.week" 1.64515345698611 14 "sub.554.12.sick" 0.222082492311919 0.333333333333333
"708" "sub.436.4.fourmonth" 1.51417688662625 9 "sub.436.5.sixmonth" 0.542883441633154 0.5
"709" "sub.535.2.one.month" 1.70465464697959 20 "sub.535.3.twomonth" 0.578054734678145 0.409090909090909
"710" "sub.498.3.twomonth" 3.15506452741439 21 "sub.498.4.fourmonth" 0.525915748238665 0.36
"711" "sub.541.2.one.month" 2.06731810882692 21 "sub.541.4.fourmonth" 0.951213459725048 0.548387096774194
"712" "sub.533.11.sick" 1.92594283034905 13 "sub.533.3.twomonth" 0.580354073564799 0.266666666666667
"713" "sub.273.12.sick" 3.576064308512 29 "sub.273.6.ninemonth" 0.368433796526722 0.333333333333333
"714" "sub.360.5.sixmonth" 3.24094260259802 33 "sub.360.6.ninemonth" 0.73909365218127 0.384615384615385
"715" "sub.349.5.sixmonth" 3.15915382693324 24 "sub.349.7.one.year" 0.792002232367783 0.65625
"716" "sub.554.12.sick" 1.87094146634297 14 "sub.554.13.sick" 0.306831788170093 0.166666666666667
"717" "sub.511.3.twomonth" 1.06211300067515 13 "sub.511.11.sick" 0.606441261642013 0.7
"718" "sub.228.7.one.year" 3.42613963217475 35 NA NA NA
"719" "sub.571.1.two.week" 1.58471721310659 13 "sub.571.2.one.month" 0.525843836192502 0.357142857142857
"720" "sub.533.3.twomonth" 1.92676265370567 15 "sub.533.4.fourmonth" 0.885037348272642 0.6
"721" "sub.179.7.one.year" 2.21311802482018 22 NA NA NA
"722" "sub.573.11.sick" 1.496675339975 14 "sub.573.12.sick" 0.936843070504224 0.571428571428572
"723" "sub.445.4.fourmonth" 3.46251339217071 27 "sub.445.5.sixmonth" 0.603714860692724 0.379310344827586
"724" "sub.364.5.sixmonth" 1.79095084733344 25 "sub.364.6.ninemonth" 0.875750471199375 0.451612903225806
"725" "sub.554.13.sick" 1.61729132431928 14 "sub.554.2.one.month" 0.345473962910636 0.25
"726" "sub.527.11.sick" 0.450574609303349 13 "sub.527.12.sick" 0.582372543079637 0.470588235294118
"727" "sub.164.7.one.year" 2.44236622426009 27 NA NA NA
"728" "sub.249.6.ninemonth" 3.4609996639743 26 NA NA NA
"729" "sub.370.5.sixmonth" 2.78328856306851 24 NA NA NA
"730" "sub.431.13.sick" 2.69575807271478 23 "sub.431.5.sixmonth" 0.316081652163522 0.434782608695652
"731" "sub.526.11.sick" 2.59798030312502 17 "sub.526.12.sick" 0.286607296637387 0.4
"732" "sub.247.16.sick" 2.54533472274654 26 "sub.247.17.sick" 0.192094216120348 0.217391304347826
"733" "sub.577.1.two.week" 0.782041492489691 13 "sub.577.2.one.month" 0.225242821506289 0.357142857142857
"734" "sub.554.2.one.month" 1.58544219031885 12 "sub.554.3.twomonth" 0.937575947898035 0.2
"735" "sub.260.6.ninemonth" 2.06600089997357 20 "sub.260.7.one.year" 0.949210431148793 0.653846153846154
"736" "sub.524.3.twomonth" 2.19463785789019 18 "sub.524.4.fourmonth" 0.621771217712177 0.558823529411765
"737" "sub.273.6.ninemonth" 3.49002605047839 33 "sub.273.7.one.year" 0.580873072291779 0.4375
"738" "sub.586.0.initial" 1.45378325975228 16 "sub.586.1.two.week" 0.832984002053212 0.578947368421053
"739" "sub.267.6.ninemonth" 3.1013671688563 26 "sub.267.7.one.year" 0.416691757621378 0.238095238095238
"740" "sub.188.7.one.year" 1.85901174932392 22 NA NA NA
"741" "sub.571.2.one.month" 1.66139182246821 14 "sub.571.3.twomonth" 0.484748788309653 0.333333333333333
"742" "sub.569.2.one.month" 1.859513340629 11 "sub.569.3.twomonth" 0.653652689244144 0.466666666666667
"743" "sub.563.2.one.month" 1.97269311885436 16 "sub.563.4.fourmonth" 0.97094738567448 0.67741935483871
"744" "sub.527.12.sick" 1.83045382875116 21 "sub.527.3.twomonth" 0.617681265633215 0.526315789473684
"745" "sub.464.4.fourmonth" 2.28516165092649 23 "sub.464.5.sixmonth" 0.702222003251712 0.542857142857143
"747" "sub.526.12.sick" 1.71053282332026 20 "sub.526.13.sick" 0.133860455176835 0.3125
"748" "sub.454.4.fourmonth" 2.50080301805964 29 "sub.454.13.sick" 0.731286396649872 0.428571428571429
"749" "sub.573.12.sick" 1.39463058411812 18 "sub.573.2.one.month" 0.452973766143369 0.25
"750" "sub.280.6.ninemonth" 3.11170788380934 27 NA NA NA
"751" "sub.586.1.two.week" 2.54156919976494 17 "sub.586.11.sick" 0.440296325177893 0.333333333333333
"752" "sub.585.0.initial" 1.70610004815328 19 "sub.585.13.sick" 0.562684360565054 0.333333333333333
"753" "sub.527.3.twomonth" 0.87664135432083 15 "sub.527.4.fourmonth" 0.379483884059932 0.538461538461538
"754" "sub.272.6.ninemonth" 2.72329799988682 29 "sub.272.7.one.year" 0.733071098436424 0.25
"755" "sub.471.4.fourmonth" 2.32297323106727 19 "sub.471.5.sixmonth" 0.493874579047966 0.583333333333333
"756" "sub.475.4.fourmonth" 0.933211418675327 12 "sub.475.5.sixmonth" 0.673126708765817 0.666666666666667
"757" "sub.394.5.sixmonth" 2.53601945358575 14 "sub.394.6.ninemonth" 0.596831040828421 0.65625
"759" "sub.282.6.ninemonth" 1.05042996666701 15 "sub.282.7.one.year" 0.711285175514941 0.695652173913044
"760" "sub.573.2.one.month" 2.14307969066565 23 "sub.573.16.sick" 0.64369829028166 0.525
"761" "sub.405.13.sick" 3.08292581606451 30 "sub.405.14.sick" 0.716666795155459 0.567567567567568
"762" "sub.586.11.sick" 2.29431406215513 21 "sub.586.12.sick" 0.959439172020137 0.711111111111111
"763" "sub.247.17.sick" 2.31099794770808 26 "sub.247.7.one.year" 0.744305657604702 0.461538461538462
"764" "sub.225.11.sick" 2.97191214292033 36 NA NA NA
"765" "sub.577.2.one.month" 0.299517433277204 18 "sub.577.3.twomonth" 0.985345289782702 0.5
"766" "sub.601.1.two.week" 1.58401619330393 19 "sub.601.2.one.month" 0.190065136280276 0.434782608695652
"767" "sub.535.3.twomonth" 1.6286566937105 18 "sub.535.4.fourmonth" 0.596973573710276 0.548387096774194
"768" "sub.526.13.sick" 1.85397564825508 18 "sub.526.15.sick" 0.358282995309284 0.333333333333333
"769" "sub.397.5.sixmonth" 1.93785362314542 14 "sub.397.6.ninemonth" 0.741043043400607 0.678571428571428
"770" "sub.604.1.two.week" 2.89458533887215 15 "sub.604.2.one.month" 0.558342843846606 0.5
"771" "sub.290.6.ninemonth" 3.33957627427369 28 NA NA NA
"772" "sub.192.7.one.year" 3.40724360880853 38 NA NA NA
"773" "sub.585.13.sick" 1.59983169007544 16 "sub.585.14.sick" 0.717913226098993 0.578947368421053
"774" "sub.299.6.ninemonth" 2.65016020919931 27 NA NA NA
"777" "sub.498.4.fourmonth" 3.10004135774182 24 "sub.498.7.one.year" 0.741007378561181 0.470588235294118
"778" "sub.416.5.sixmonth" 1.67776022838106 17 "sub.416.6.ninemonth" 0.416041138997621 0.478260869565217
"779" "sub.601.2.one.month" 1.46533265610371 25 "sub.601.11.sick" 0.455401424469553 0.434782608695652
"780" "sub.309.6.ninemonth" 3.39146075888558 31 "sub.309.7.one.year" 0.78069089201076 0.621621621621622
"781" "sub.310.6.ninemonth" 3.52396356238962 35 "sub.310.7.one.year" NA NA
"782" "sub.569.3.twomonth" 1.62857607406866 14 "sub.569.4.fourmonth" 0.526702966216868 0.571428571428572
"783" "sub.422.5.sixmonth" 1.21683731854977 18 "sub.422.6.ninemonth" 0.861942312184356 0.56
"784" "sub.197.7.one.year" 3.31644930542174 27 NA NA NA
"785" "sub.585.14.sick" 1.93269823624342 17 "sub.585.3.twomonth" 0.860778511267926 0.576923076923077
"786" "sub.436.5.sixmonth" 1.51826070861107 16 "sub.436.6.ninemonth" 0.988936759501462 0.5
"788" "sub.526.15.sick" 1.02024340088135 16 "sub.526.14.sick" 0.331744894303117 0.4
"789" "sub.424.5.sixmonth" 2.36261783721875 28 NA NA NA
"790" "sub.312.6.ninemonth" 2.0882134190982 27 NA NA NA
"791" "sub.316.6.ninemonth" 2.47431395885232 19 "sub.316.7.one.year" 0.678737456042542 0.655172413793103
"792" "sub.431.5.sixmonth" 2.21591044557478 21 "sub.431.14.sick" 0.534174205903718 0.483870967741936
"793" "sub.554.3.twomonth" 0.580953021285062 8 "sub.554.14.sick" 0.965207986688852 0.65
"794" "sub.222.7.one.year" 2.90460061583122 31 NA NA NA
"795" "sub.571.3.twomonth" 1.49458462325593 15 "sub.571.11.sick" 0.333961001228366 0.3125
"796" "sub.440.5.sixmonth" 2.67651836014147 23 "sub.440.12.sick" 0.770785045279475 0.571428571428572
"797" "sub.604.2.one.month" 2.47228942524939 19 "sub.604.3.twomonth" 0.750461933544205 0.666666666666667
"798" "sub.427.5.sixmonth" 2.85799207455249 23 "sub.427.6.ninemonth" 0.491410274258666 0.521739130434783
"801" "sub.307.6.ninemonth" 2.50520779349359 23 "sub.307.7.one.year" 0.421273038191146 0.392857142857143
"802" "sub.577.3.twomonth" 0.290873581665296 12 "sub.577.6.ninemonth" 0.19848868441006 0.733333333333333
"803" "sub.630.0.initial" 1.24186715880682 9 "sub.630.3.twomonth" 0.971111150113204 0.80952380952381
"804" "sub.601.11.sick" 2.23034575763417 19 "sub.601.3.twomonth" 0.697474970278374 0.416666666666667
"805" "sub.638.0.initial" 1.13908010693683 14 "sub.638.3.twomonth" 0.483197302656497 0.571428571428572
"806" "sub.321.6.ninemonth" 2.97339630775538 25 "sub.321.7.one.year" 0.777222768049804 0.636363636363636
"807" "sub.533.4.fourmonth" 1.99149381619624 25 "sub.533.5.sixmonth" 0.892173816547528 0.482758620689655
"808" "sub.445.5.sixmonth" 3.10368790973319 31 "sub.445.6.ninemonth" 0.496349389230857 0.466666666666667
"810" "sub.358.6.ninemonth" 3.33442476229149 38 "sub.358.7.one.year" 0.844024492830174 0.393939393939394
"811" "sub.639.0.initial" 0.696545850312987 14 "sub.639.2.one.month" 0.867215705082931 0.714285714285714
"813" "sub.408.12.sick" 1.5385341549622 37 "sub.408.6.ninemonth" 0.658179658442545 0.4
"815" "sub.233.7.one.year" 3.50104152364286 35 NA NA NA
"816" "sub.655.0.initial" 1.31041003679556 27 "sub.655.1.two.week" 0.420026590434262 0.433333333333333
"817" "sub.524.4.fourmonth" 2.10705570664601 38 "sub.524.5.sixmonth" 0.696676526168762 0.555555555555556
"818" "sub.585.3.twomonth" 1.3615090422144 28 "sub.585.17.sick" 0.462408067724828 0.5
"819" "sub.652.0.initial" 1.66717087535323 23 "sub.652.2.one.month" 0.85118574301885 0.52
"820" "sub.226.7.one.year" 3.54014510904387 27 NA NA NA
"822" "sub.526.14.sick" 2.25939376875069 27 "sub.526.18.sick" 0.291078432075485 0.52
"824" "sub.655.1.two.week" 1.69630926506047 30 "sub.655.11.sick" 0.687956292607455 0.541666666666667
"825" "sub.511.11.sick" 2.31447678726348 37 "sub.511.12.sick" 0.486709555286274 0.548387096774194
"826" "sub.601.3.twomonth" 2.52699203790119 25 "sub.601.12.sick" 0.257055167469501 0.344827586206897
"827" "sub.666.0.initial" 1.00732391445014 23 "sub.666.1.two.week" 0.725728541327078 0.52
"828" "sub.657.1.two.week" 2.48263034055701 34 "sub.657.3.twomonth" 0.898698901797337 0.612903225806452
"829" "sub.347.6.ninemonth" 2.85910332356202 28 "sub.347.7.one.year" 0.757475356721185 0.457142857142857
"830" "sub.431.14.sick" 2.94368817962187 38 "sub.431.6.ninemonth" 0.462623545236564 0.352941176470588
"831" "sub.355.6.ninemonth" 2.54645198237002 42 NA NA NA
"832" "sub.554.14.sick" 0.885588236307703 25 "sub.554.4.fourmonth" 0.386663760167965 0.227272727272727
"833" "sub.665.0.initial" 1.86580253004748 21 "sub.665.11.sick" 0.631423744240996 0.28
"834" "sub.571.11.sick" 1.23200892919175 20 "sub.571.16.sick" 0.177280795172169 0.391304347826087
"835" "sub.604.3.twomonth" 1.34504972783589 28 "sub.604.5.sixmonth" 0.957848039632426 0.548387096774194
"836" "sub.573.16.sick" 2.62934704927318 39 "sub.573.4.fourmonth" 0.607988714005145 0.378378378378378
"837" "sub.475.5.sixmonth" 2.25335738262161 26 NA NA NA
"838" "sub.464.5.sixmonth" 3.1310816235111 40 "sub.464.6.ninemonth" 0.732671190706549 0.5
"839" "sub.535.4.fourmonth" 3.00388407226633 35 "sub.535.14.sick" 0.354369475215397 0.242424242424242
"840" "sub.541.4.fourmonth" 1.59553195971768 29 "sub.541.6.ninemonth" 0.668994340444057 0.5
"841" "sub.527.4.fourmonth" 1.15571524683563 30 "sub.527.15.sick" 0.420734872593495 0.354838709677419
"842" "sub.665.11.sick" 2.50140276253429 28 "sub.665.2.one.month" 0.67074595590857 0.259259259259259
"843" "sub.364.6.ninemonth" 3.17634749859279 39 NA NA NA
"844" "sub.511.12.sick" 1.36045135213229 22 "sub.511.13.sick" 0.370190863481275 0.363636363636364
"845" "sub.639.2.one.month" 0.986149200913376 45 "sub.639.3.twomonth" 0.971162765485894 0.6
"846" "sub.666.1.two.week" 1.30728675702089 32 "sub.666.2.one.month" 0.632804298153523 0.52
"847" "sub.652.2.one.month" 1.74509148482371 25 "sub.652.4.fourmonth" 0.899370103841363 0.516129032258065
"848" "sub.405.14.sick" 3.50240970990818 41 "sub.405.7.one.year" 0.698969666402479 0.378378378378378
"849" "sub.367.6.ninemonth" 3.63104385437903 39 "sub.367.13.sick" 0.566446902732522 0.263157894736842
"850" "sub.260.7.one.year" 2.48108295349135 28 NA NA NA
"851" "sub.621.3.twomonth" 1.75404362247166 25 "sub.621.4.fourmonth" 0.584516304314268 0.428571428571429
"852" "sub.571.16.sick" 1.29257467727163 27 "sub.571.12.sick" 0.081106528571618 0.333333333333333
"853" "sub.535.14.sick" 2.96347267862843 37 "sub.535.13.sick" 0.375591246261479 0.176470588235294
"854" "sub.376.6.ninemonth" 3.47688522966831 37 NA NA NA
"855" "sub.247.7.one.year" 3.26900077053751 23 NA NA NA
"856" "sub.665.2.one.month" 2.33930917619493 31 "sub.665.3.twomonth" 0.43748057481592 0.5
"857" "sub.666.2.one.month" 2.31821147220049 23 "sub.666.3.twomonth" 0.693446429290421 0.333333333333333
"859" "sub.586.12.sick" 2.68071157132207 46 "sub.586.4.fourmonth" 0.435595983866815 0.58974358974359
"860" "sub.663.2.one.month" 1.86591181821834 25 "sub.663.3.twomonth" 0.505453848824818 0.291666666666667
"861" "sub.571.12.sick" 1.30473885280348 29 "sub.571.4.fourmonth" 0.722975665720669 0.37037037037037
"862" "sub.563.4.fourmonth" 1.33133549842973 34 NA NA NA
"863" "sub.671.2.one.month" 1.33072003641565 32 "sub.671.3.twomonth" 0.158338420394756 0.645161290322581
