"sampleID" "shannon" "chao1" "consequtive" "bray" "jacc"
"298" "sub.267.0.initial" 1.85637981752651 16 "sub.267.3.twomonth" 0.637403813193697 0.608695652173913
"299" "sub.28.11.sick" 1.81474300275618 27 "sub.28.2.one.month" 0.749197235513025 0.444444444444444
"300" "sub.28.1.two.week" 2.3913662622168 25 "sub.28.11.sick" 0.578307620383357 0.48
"301" "sub.14.0.initial" 1.06189213584727 4 "sub.14.3.twomonth" NA NA
"302" "sub.8.2.one.month" 1.62118643209171 20 "sub.8.5.sixmonth" 0.481141439205955 0.521739130434783
"303" "sub.90.1.two.week" 1.38169934965606 27 "sub.90.3.twomonth" 0.799686818410603 0.666666666666667
"304" "sub.89.1.two.week" 1.25060331413621 31 "sub.89.2.one.month" 0.353875298857068 0.565217391304348
"305" "sub.60.1.two.week" 0.763546703930627 21 "sub.60.2.one.month" 0.815132100730674 0.458333333333333
"306" "sub.13.2.one.month" 2.05959906375121 23 "sub.13.3.twomonth" 0.465568453085992 0.4
"307" "sub.28.2.one.month" 2.49663749049427 26 "sub.28.3.twomonth" 0.812770143380928 0.461538461538462
"308" "sub.8.0.initial" 2.63294918489009 33 "sub.8.1.two.week" 0.97994423716714 0.606060606060606
"309" "sub.5.0.initial" 0.713849020996804 20 "sub.5.2.one.month" 0.984304520748499 0.4
"310" "sub.8.1.two.week" 1.18822696018753 19 "sub.8.2.one.month" 0.34652198777955 0.352941176470588
"311" "sub.60.2.one.month" 2.39890168227439 31 "sub.60.3.twomonth" 0.791237932432581 0.354838709677419
"312" "sub.5.3.twomonth" 2.98271104991724 34 "sub.5.4.fourmonth" 0.866158961445371 0.323529411764706
"313" "sub.5.2.one.month" 1.27697644672593 20 "sub.5.3.twomonth" 0.74045901898006 0.548387096774194
"314" "sub.144.0.initial" 1.42483409945483 21 "sub.144.1.two.week" 0.25593722800657 0.363636363636364
"315" "sub.9.0.initial" 1.99783408667504 19 "sub.9.4.fourmonth" 0.87321278112645 0.277777777777778
"316" "sub.60.0.initial" 1.01811645185072 22 "sub.60.1.two.week" 0.120599172835645 0.352941176470588
"317" "sub.13.0.initial" 1.80892035901563 18 "sub.13.2.one.month" 0.608881224401811 0.541666666666667
"318" "sub.89.0.initial" 1.09619670023104 19 "sub.89.1.two.week" 0.350744502302363 0.5
"319" "sub.28.3.twomonth" 2.0130701513702 25 NA NA NA
"320" "sub.94.1.two.week" 2.37486867164737 24 "sub.94.2.one.month" 0.558956969130028 0.36
"321" "sub.14.3.twomonth" 1.93227444373851 29 "sub.14.4.fourmonth" 0.336298495139428 0.4
"322" "sub.60.3.twomonth" 2.59150501879247 35 "sub.60.4.fourmonth" 0.728565927339399 0.441176470588235
"323" "sub.94.2.one.month" 1.86062781151925 29 "sub.94.3.twomonth" 0.481827987104694 0.46875
"324" "sub.60.4.fourmonth" 3.33159381610092 33 "sub.60.5.sixmonth" 0.697793244721711 0.472222222222222
"325" "sub.94.3.twomonth" 2.51798651619793 30 "sub.94.11.sick" 0.559455613980823 0.46875
"326" "sub.5.4.fourmonth" 2.94867732165488 36 NA NA NA
"327" "sub.89.3.twomonth" 2.08390722848882 35 "sub.89.11.sick" 0.729957350321222 0.53125
"328" "sub.144.1.two.week" 1.5798636719809 24 "sub.144.3.twomonth" 0.295499129285601 0.521739130434783
"329" "sub.14.4.fourmonth" 1.9935515174099 27 "sub.14.5.sixmonth" 0.895216458732596 0.535714285714286
"330" "sub.9.4.fourmonth" 1.77543992784539 22 "sub.9.5.sixmonth" 0.803212085161783 0.590909090909091
"331" "sub.13.3.twomonth" 1.71122429079452 27 "sub.13.4.fourmonth" 0.540655134429942 0.269230769230769
"332" "sub.355.3.twomonth" 0.688360007851752 20 "sub.355.4.fourmonth" 0.926923191737067 0.434782608695652
"333" "sub.272.4.fourmonth" 1.14460978239335 22 "sub.272.14.sick" 0.735568473705556 0.391304347826087
"334" "sub.358.3.twomonth" 1.03863242482686 26 "sub.358.14.sick" 0.667151646430179 0.481481481481481
"335" "sub.310.14.sick" 2.30681581734134 29 "sub.310.15.sick" 0.355336730215072 0.363636363636364
"336" "sub.358.12.sick" 0.829338111231073 25 "sub.358.3.twomonth" 0.18886017999896 0.318181818181818
"337" "sub.367.12.sick" 1.9999723671342 17 "sub.367.5.sixmonth" 0.853738183369978 0.583333333333333
"338" "sub.376.2.one.month" 2.3282552028962 18 "sub.376.6.ninemonth" 0.837078436626727 0.647058823529412
"339" "sub.358.13.sick" 1.47205680960984 25 "sub.358.12.sick" 0.193539275351154 0.318181818181818
"340" "sub.310.3.twomonth" 1.84559130731982 31 "sub.310.14.sick" 0.733237700276653 0.321428571428571
"341" "sub.376.1.two.week" 1.88312908736379 24 "sub.376.2.one.month" 0.923555630308637 0.526315789473684
"342" "sub.358.2.one.month" 0.996988554977124 20 "sub.358.13.sick" 0.25443160674295 0.380952380952381
"343" "sub.316.11.sick" 1.96945506125111 25 "sub.316.5.sixmonth" 0.896315279491266 0.481481481481481
"344" "sub.347.2.one.month" 2.26577208303349 27 "sub.347.5.sixmonth" 0.648160970557775 0.36
"345" "sub.355.1.two.week" 1.71673767098942 20 "sub.355.12.sick" 0.785255983600011 0.521739130434783
"346" "sub.16.2.one.month" 1.11477024553703 26 "sub.16.5.sixmonth" 0.922321958265625 0.4
"347" "sub.272.11.sick" 2.08752606380059 27 "sub.272.12.sick" 0.572780409579846 0.4
"348" "sub.310.12.sick" 2.26224611652228 25 "sub.310.3.twomonth" 0.35750230506893 0.444444444444444
"349" "sub.278.3.twomonth" 1.96336513613781 24 "sub.278.4.fourmonth" 0.615516563850822 0.36
"350" "sub.358.0.initial" 0.329489324115954 19 "sub.358.11.sick" 0.974195133939543 0.235294117647059
"351" "sub.347.1.two.week" 1.99188051460858 22 "sub.347.2.one.month" 0.3656814310607 0.272727272727273
"352" "sub.358.11.sick" 1.496587480028 23 "sub.358.2.one.month" 0.309520301893635 0.315789473684211
"353" "sub.376.0.initial" 1.66420980965561 19 "sub.376.1.two.week" 0.784936259679497 0.294117647058824
"354" "sub.310.2.one.month" 1.07488292927826 20 "sub.310.11.sick" 0.312675175465011 0.461538461538462
"355" "sub.267.3.twomonth" 1.55175268035719 26 "sub.267.11.sick" 0.888113613928027 0.565217391304348
"356" "sub.198.4.fourmonth" 1.72965900968661 30 "sub.198.6.ninemonth" 0.961922098462411 0.521739130434783
"357" "sub.310.11.sick" 0.525623452239426 31 "sub.310.12.sick" 0.568692819329442 0.384615384615385
"358" "sub.222.4.fourmonth" 3.40831360250686 28 "sub.222.5.sixmonth" 0.397209174666741 0.451612903225806
"359" "sub.307.1.two.week" 2.11658164343037 20 "sub.307.6.ninemonth" 0.990261863811439 0.52
"360" "sub.198.0.initial" 2.3916981176098 24 "sub.198.1.two.week" 0.937355094470242 0.391304347826087
"361" "sub.272.12.sick" 1.96255360647948 21 "sub.272.13.sick" 0.291073637606615 0.409090909090909
"362" "sub.272.2.one.month" 2.53158121747928 25 "sub.272.11.sick" 0.692717516289766 0.444444444444444
"363" "sub.310.1.two.week" 0.902105943581275 33 "sub.310.2.one.month" 0.287810568913032 0.517241379310345
"364" "sub.307.0.initial" 1.23809241680877 19 "sub.307.1.two.week" 0.470237463393922 0.388888888888889
"365" "sub.278.1.two.week" 0.402617479788054 26 "sub.278.11.sick" 0.802134465337359 0.391304347826087
"366" "sub.198.2.one.month" 2.64926499401533 24 "sub.198.3.twomonth" 0.950229920294298 0.608695652173913
"367" "sub.159.4.fourmonth" 2.39652783816261 29 "sub.159.6.ninemonth" 0.812623823908278 0.6875
"368" "sub.222.1.two.week" 0.673060494726034 27 "sub.222.2.one.month" 0.613330584050724 0.368421052631579
"370" "sub.272.13.sick" 2.20409130619958 25 "sub.272.4.fourmonth" 0.655999655704545 0.380952380952381
"371" "sub.278.0.initial" 0.474206878219736 26 "sub.278.1.two.week" 0.0950522063067317 0.363636363636364
"372" "sub.222.0.initial" 0.501710872872064 24 "sub.222.1.two.week" 0.0597958096504132 0.166666666666667
"373" "sub.144.3.twomonth" 0.80820196539524 20 "sub.144.11.sick" 0.391965289544109 0.380952380952381
"374" "sub.198.1.two.week" 1.80885060714451 25 "sub.198.2.one.month" 0.565464850447704 0.375
"375" "sub.13.4.fourmonth" 2.23950244097648 32 "sub.13.5.sixmonth" 0.429527186381941 0.344827586206897
"376" "sub.90.3.twomonth" 1.27367410619384 29 "sub.90.5.sixmonth" 0.941655652212384 0.558823529411765
"378" "sub.89.2.one.month" 1.73489188014863 19 "sub.89.3.twomonth" 0.343907040154722 0.620689655172414
"379" "sub.272.1.two.week" 2.612087635363 29 "sub.272.2.one.month" 0.655388995896491 0.423076923076923
"380" "sub.2.4.fourmonth" 3.51980551432066 38 "sub.2.5.sixmonth" 0.506705579876312 0.428571428571429
"381" "sub.192.0.initial" 1.78462296545395 22 "sub.192.1.two.week" 0.626832220717428 0.25
"382" "sub.110.2.one.month" 1.60971699167383 16 "sub.110.3.twomonth" 0.298314709653783 0.466666666666667
"383" "sub.179.1.two.week" 1.61431059379619 23 "sub.179.2.one.month" 0.642373678702753 0.476190476190476
"384" "sub.188.2.one.month" 1.82007727900773 19 "sub.188.3.twomonth" 0.551622418879056 0.380952380952381
"385" "sub.205.1.two.week" 2.32860531497382 26 "sub.205.2.one.month" 0.448848267606658 0.5
"387" "sub.197.2.one.month" 2.59511368189559 31 "sub.197.3.twomonth" 0.846121738300816 0.346153846153846
"388" "sub.192.1.two.week" 2.4806132390002 20 "sub.192.4.fourmonth" 0.928167351038895 0.565217391304348
"389" "sub.197.1.two.week" 2.46552625252219 30 "sub.197.2.one.month" 0.685039022153979 0.24
"390" "sub.97.4.fourmonth" 0.924112713798066 22 "sub.97.5.sixmonth" 0.737715834482114 0.526315789473684
"391" "sub.57.11.sick" 2.96159804202713 33 "sub.57.5.sixmonth" 0.947735356888784 0.647058823529412
"392" "sub.205.0.initial" 1.03234402007977 30 "sub.205.1.two.week" 0.785420769644889 0.423076923076923
"394" "sub.46.5.sixmonth" 2.79620921057353 18 "sub.46.7.one.year" 0.986634475793726 0.714285714285714
"395" "sub.84.4.fourmonth" 0.129316548157925 13 "sub.84.7.one.year" 0.754059374395503 0.818181818181818
"396" "sub.24.5.sixmonth" 1.79633329603089 25 "sub.24.6.ninemonth" 0.748242113264918 0.518518518518518
"397" "sub.179.2.one.month" 2.04605662819754 17 "sub.179.3.twomonth" 0.716496739712507 0.4
"398" "sub.184.2.one.month" 2.23255763956869 19 "sub.184.4.fourmonth" 0.745817317858964 0.476190476190476
"399" "sub.139.3.twomonth" 2.89161514412977 28 "sub.139.4.fourmonth" 0.394173564106622 0.538461538461538
"400" "sub.164.3.twomonth" 1.89170007254228 21 "sub.164.4.fourmonth" 0.707619069952864 0.428571428571429
"401" "sub.96.4.fourmonth" 1.54983124817709 29 "sub.96.5.sixmonth" 0.968942041708767 0.607142857142857
"402" "sub.111.2.one.month" 0.963007164299505 17 "sub.111.3.twomonth" 0.546438294792708 0.62962962962963
"403" "sub.31.5.sixmonth" 1.55777239576841 32 "sub.31.6.ninemonth" 0.63040989880689 0.392857142857143
"404" "sub.165.3.twomonth" 2.44825622880094 29 "sub.165.4.fourmonth" 0.786762149336034 0.5625
"405" "sub.209.1.two.week" 2.28976249134245 23 "sub.209.2.one.month" 0.815543268757298 0.52
"406" "sub.20.5.sixmonth" 2.44369344606994 25 "sub.20.6.ninemonth" 0.654596762215951 0.533333333333333
"407" "sub.228.3.twomonth" 2.07259185415642 21 "sub.228.12.sick" 0.9822992346245 0.633333333333333
"408" "sub.226.0.initial" 0.729333601234682 16 "sub.226.2.one.month" 0.955496444830938 0.307692307692308
"409" "sub.162.3.twomonth" 2.93633485619601 21 "sub.162.11.sick" 0.66235291888512 0.173913043478261
"410" "sub.225.0.initial" 1.68630260706133 26 "sub.225.2.one.month" 0.476009691512296 0.423076923076923
"411" "sub.111.4.fourmonth" 2.31961741151482 21 "sub.111.6.ninemonth" 0.898198815830477 0.580645161290323
"412" "sub.209.2.one.month" 1.74721342487441 20 "sub.209.3.twomonth" 0.464300517770706 0.263157894736842
"413" "sub.2.11.sick" 2.41630614408098 30 "sub.2.12.sick" 0.685776209544199 0.352941176470588
"414" "sub.237.1.two.week" 1.48396399617355 19 "sub.237.12.sick" 0.813377136105588 0.3
"415" "sub.247.0.initial" 1.72159081725143 18 "sub.247.2.one.month" 0.968034017008504 0.411764705882353
"416" "sub.29.5.sixmonth" 2.9930982231515 40 "sub.29.11.sick" 0.484467257880947 0.225806451612903
"417" "sub.57.5.sixmonth" 3.47742831846965 24 "sub.57.6.ninemonth" 0.944288631111311 0.621621621621622
"418" "sub.188.3.twomonth" 2.18541030956941 22 "sub.188.4.fourmonth" 0.516027147823208 0.263157894736842
"419" "sub.233.0.initial" 2.24572512671691 22 "sub.233.2.one.month" 0.281241955604839 0.428571428571429
"420" "sub.246.1.two.week" 1.68425831151078 17 "sub.246.2.one.month" 0.601090732604475 0.428571428571429
"421" "sub.99.4.fourmonth" 2.39505426238319 23 "sub.99.5.sixmonth" 0.265707363987193 0.333333333333333
"422" "sub.179.3.twomonth" 1.59358276245014 23 "sub.179.4.fourmonth" 0.371417487027787 0.514285714285714
"423" "sub.134.4.fourmonth" 3.16061280554512 29 NA NA NA
"424" "sub.110.4.fourmonth" 1.41142231062954 24 "sub.110.5.sixmonth" 0.16709810415329 0.428571428571429
"425" "sub.205.2.one.month" 2.3920435723352 28 "sub.205.3.twomonth" 0.416735460730451 0.4
"426" "sub.225.2.one.month" 2.18838465409353 24 "sub.225.6.ninemonth" 0.628536477041631 0.611111111111111
"427" "sub.197.3.twomonth" 2.31400708237581 27 "sub.197.7.one.year" 0.95533767249846 0.735294117647059
"428" "sub.249.0.initial" 1.66625834918565 16 "sub.249.1.two.week" 0.678841291416378 0.235294117647059
"429" "sub.226.2.one.month" 2.4610180104525 16 "sub.226.3.twomonth" 0.305716801012408 0.3125
"430" "sub.246.2.one.month" 1.85923535777896 17 "sub.246.3.twomonth" 0.305566203881176 0.333333333333333
"431" "sub.67.5.sixmonth" 1.81904710575246 18 "sub.67.7.one.year" 0.752306509482317 0.733333333333333
"432" "sub.237.12.sick" 2.06498421242048 20 "sub.237.3.twomonth" 0.817534818086999 0.466666666666667
"433" "sub.233.2.one.month" 1.71970760415774 19 "sub.233.3.twomonth" 0.557639797855465 0.5
"434" "sub.209.3.twomonth" 2.39917495071967 21 "sub.209.4.fourmonth" 0.62320492982599 0.4
"435" "sub.55.5.sixmonth" 1.99305678515077 24 "sub.55.6.ninemonth" 0.487803650094399 0.32
"436" "sub.260.0.initial" 1.23574828600608 17 "sub.260.4.fourmonth" 0.744923359098651 0.678571428571428
"437" "sub.205.3.twomonth" 2.74668895038368 27 "sub.205.11.sick" 0.322359937710948 0.448275862068966
"438" "sub.78.5.sixmonth" 2.24069352930639 40 "sub.78.6.ninemonth" 0.833530695384707 0.625
"439" "sub.162.11.sick" 2.10997631128817 25 "sub.162.4.fourmonth" 0.373677754271187 0.304347826086957
"440" "sub.247.2.one.month" 1.25482912948028 18 "sub.247.11.sick" 0.196313079934647 0
"441" "sub.249.1.two.week" 1.05125571797632 18 "sub.249.2.one.month" 0.473430651646322 0.416666666666667
"442" "sub.29.11.sick" 3.48697678686196 37 "sub.29.6.ninemonth" 0.351292174908005 0.393939393939394
"443" "sub.139.4.fourmonth" 2.38839207100254 23 "sub.139.6.ninemonth" 0.61972782846435 0.617647058823529
"444" "sub.247.11.sick" 1.21268768937273 19 "sub.247.3.twomonth" 0.2536191661084 0.235294117647059
"445" "sub.249.2.one.month" 2.44362444440987 30 "sub.249.3.twomonth" 0.55747711756937 0.518518518518518
"447" "sub.226.3.twomonth" 2.61964584911125 21 "sub.226.4.fourmonth" 0.304683545946507 0.428571428571429
"448" "sub.275.0.initial" 1.39661725017358 26 "sub.275.1.two.week" 0.379142691019909 0.272727272727273
"449" "sub.162.4.fourmonth" 1.16764185359218 21 "sub.162.5.sixmonth" 0.934840903888289 0.541666666666667
"450" "sub.2.12.sick" 2.91560602537444 34 "sub.2.6.ninemonth" 0.302416758979475 0.266666666666667
"451" "sub.164.4.fourmonth" 2.66833102569573 23 "sub.164.6.ninemonth" 0.655576898450506 0.566666666666667
"452" "sub.97.5.sixmonth" 1.46087100477072 16 "sub.97.7.one.year" 0.91237479238767 0.523809523809524
"453" "sub.96.5.sixmonth" 1.6729398804935 20 "sub.96.7.one.year" 0.926779836426097 0.727272727272727
"454" "sub.165.4.fourmonth" 2.8373880543885 29 "sub.165.5.sixmonth" 0.357985562889986 0.416666666666667
"455" "sub.99.5.sixmonth" 2.39982279945768 31 NA NA NA
"456" "sub.275.1.two.week" 2.02054125370043 25 "sub.275.2.one.month" 0.469673283325232 0.347826086956522
"458" "sub.24.6.ninemonth" 1.96019535251085 25 NA NA NA
"460" "sub.237.3.twomonth" 2.75285629781614 30 "sub.237.11.sick" 0.373982928168522 0.333333333333333
"461" "sub.205.11.sick" 2.79574396394222 29 "sub.205.4.fourmonth" 0.462220042003281 0.387096774193548
"463" "sub.9.6.ninemonth" 2.35400593545235 27 "sub.9.7.one.year" 0.661362536714347 0.354838709677419
"464" "sub.280.0.initial" 1.50557840350559 19 "sub.280.3.twomonth" 0.841172129751686 0.571428571428572
"465" "sub.2.6.ninemonth" 2.3692189961573 29 "sub.2.13.sick" 0.892970363982654 0.344827586206897
"466" "sub.179.4.fourmonth" 1.67987331924054 36 "sub.179.11.sick" 0.397791292948234 0.638888888888889
"467" "sub.16.6.ninemonth" 4.1692878516891 36 "sub.16.7.one.year" 0.730233669993426 0.5
"468" "sub.53.6.ninemonth" 2.60648753324597 25 "sub.53.7.one.year" 0.580514500711084 0.5
"469" "sub.188.4.fourmonth" 2.43791059369941 20 "sub.188.5.sixmonth" 0.539585084481477 0.263157894736842
"471" "sub.247.3.twomonth" 2.08972136397342 20 "sub.247.12.sick" 0.215360594545892 0.2
"472" "sub.233.3.twomonth" 2.66736491195542 20 "sub.233.4.fourmonth" 0.625214737565432 0.423076923076923
"473" "sub.8.6.ninemonth" 3.01047582099522 29 "sub.8.7.one.year" 0.863741691322092 0.533333333333333
"474" "sub.273.2.one.month" 0.642356830502998 17 "sub.273.3.twomonth" 0.140102461576909 0.375
"475" "sub.299.0.initial" 1.14861618637828 14 "sub.299.1.two.week" 0.933426021326514 0.555555555555556
"476" "sub.246.3.twomonth" 1.42701103046544 14 "sub.246.4.fourmonth" 0.405929801613255 0.653846153846154
"477" "sub.290.2.one.month" 1.79205998084661 14 "sub.290.3.twomonth" 0.714046001247454 0.578947368421053
"478" "sub.282.0.initial" 1.27167456702343 27 "sub.282.2.one.month" 0.472004447448719 0.35
"479" "sub.275.2.one.month" 1.70903602901624 19 "sub.275.3.twomonth" 0.532245087043449 0.538461538461538
"480" "sub.184.4.fourmonth" 1.21454955598749 26 "sub.184.6.ninemonth" 0.940208430051067 0.5
"481" "sub.110.5.sixmonth" 1.66509914789235 21 "sub.110.6.ninemonth" 0.514209434711619 0.368421052631579
"482" "sub.192.4.fourmonth" 2.89299411063873 27 "sub.192.5.sixmonth" 0.575317311843431 0.46875
"483" "sub.282.2.one.month" 0.8202366896632 17 "sub.282.3.twomonth" 0.562400658403121 0.45
"484" "sub.237.11.sick" 1.55677418354256 25 "sub.237.4.fourmonth" 0.843003210786346 0.517241379310345
"485" "sub.14.6.ninemonth" 1.98112622876095 25 "sub.14.7.one.year" 0.51118631321677 0.441176470588235
"486" "sub.249.3.twomonth" 2.23855554397446 20 "sub.249.4.fourmonth" 0.387048437471791 0.291666666666667
"487" "sub.205.4.fourmonth" 2.60733818883111 32 NA NA NA
"488" "sub.20.6.ninemonth" 3.02900187983997 33 NA NA NA
"489" "sub.309.1.two.week" 1.51991476225781 19 "sub.309.2.one.month" 0.762917052180989 0.45
"490" "sub.29.6.ninemonth" 3.69700143049107 36 "sub.29.7.one.year" 0.760334281939813 0.457142857142857
"491" "sub.299.1.two.week" 0.709611600435933 23 "sub.299.3.twomonth" 0.915756348727435 0.444444444444444
"492" "sub.312.0.initial" 0.447925017144035 15 "sub.312.2.one.month" 0.231990428344451 0.466666666666667
"493" "sub.31.6.ninemonth" 3.0920433516262 25 NA NA NA
"494" "sub.321.0.initial" 0.167748125138156 14 "sub.321.2.one.month" 0.234584952176887 0.5
"495" "sub.2.13.sick" 2.79138741419142 28 "sub.2.14.sick" 0.616418229081639 0.3125
"496" "sub.209.4.fourmonth" 2.45321346774793 20 NA NA NA
"497" "sub.304.2.one.month" 2.32407333127465 23 "sub.304.11.sick" 0.510035186814204 0.35
"498" "sub.179.11.sick" 1.17505933083282 21 "sub.179.12.sick" 0.435557509553925 0.555555555555556
"499" "sub.149.5.sixmonth" 1.79021510618998 37 "sub.149.7.one.year" 0.933681013238581 0.694444444444444
"500" "sub.309.2.one.month" 1.23947359235822 18 "sub.309.3.twomonth" 0.557427476219772 0.521739130434783
"501" "sub.55.6.ninemonth" 2.1316716195574 29 NA NA NA
"502" "sub.57.6.ninemonth" 3.62324483666589 39 NA NA NA
"503" "sub.275.3.twomonth" 1.01011638258162 22 NA NA NA
"504" "sub.290.3.twomonth" 2.36084106324201 23 "sub.290.4.fourmonth" 0.357804763353711 0.380952380952381
"505" "sub.273.3.twomonth" 0.708219388290731 20 "sub.273.4.fourmonth" 0.528509121008564 0.434782608695652
"506" "sub.2.14.sick" 3.17979962120558 32 "sub.2.15.sick" 0.593668419919751 0.242424242424242
"507" "sub.312.2.one.month" 0.926123168554342 16 "sub.312.4.fourmonth" 0.95383233249799 0.6
"508" "sub.304.11.sick" 2.18088693387859 16 "sub.304.12.sick" 0.737737589961247 0.2
"509" "sub.179.12.sick" 1.23218981628039 26 "sub.179.5.sixmonth" 0.357251101321586 0.620689655172414
"510" "sub.60.6.ninemonth" 1.45951183855701 29 NA NA NA
"511" "sub.165.5.sixmonth" 2.76223270328689 37 NA NA NA
"512" "sub.226.4.fourmonth" 2.319353993764 21 "sub.226.5.sixmonth" 0.382680782941446 0.5
"513" "sub.321.2.one.month" 1.08853276414275 25 "sub.321.3.twomonth" 0.849340401923314 0.578947368421053
"514" "sub.282.3.twomonth" 1.78337971608809 20 "sub.282.6.ninemonth" 0.984568975519202 0.571428571428572
"515" "sub.304.12.sick" 1.63546559602999 18 "sub.304.3.twomonth" 0.118972480566973 0.235294117647059
"516" "sub.233.4.fourmonth" 1.20422378147505 26 "sub.233.5.sixmonth" 0.459261245835353 0.379310344827586
"517" "sub.280.3.twomonth" 1.22059339955885 19 "sub.280.5.sixmonth" 0.837193386881821 0.571428571428572
"518" "sub.247.12.sick" 2.62120777227443 25 "sub.247.4.fourmonth" 0.773510544631252 0.461538461538462
"519" "sub.360.0.initial" 2.80880299081202 31 "sub.360.2.one.month" 0.294970023371609 0.266666666666667
"520" "sub.304.3.twomonth" 1.62694234094844 18 NA NA NA
"521" "sub.299.3.twomonth" 1.77480960498399 20 "sub.299.5.sixmonth" 0.878447713387508 0.555555555555556
"522" "sub.246.4.fourmonth" 2.79926705486682 33 NA NA NA
"523" "sub.2.15.sick" 2.52787276641281 33 "sub.2.16.sick" 0.288171545166275 0.34375
"524" "sub.188.5.sixmonth" 1.96293820891071 25 "sub.188.6.ninemonth" 0.574315735635901 0.538461538461538
"525" "sub.2.16.sick" 2.9056050741598 33 "sub.2.17.sick" 0.681277355919472 0.3
"526" "sub.78.6.ninemonth" 2.53725621028374 22 "sub.78.7.one.year" 0.824496638612772 0.5
"527" "sub.179.5.sixmonth" 1.56213057401289 19 "sub.179.13.sick" 0.502305785193897 0.586206896551724
"528" "sub.370.1.two.week" 1.69984722933814 20 "sub.370.11.sick" 0.901807445571717 0.388888888888889
"530" "sub.384.0.initial" 2.06981834834768 24 "sub.384.11.sick" 0.524944770260176 0.466666666666667
"531" "sub.309.3.twomonth" 2.01401523641108 21 "sub.309.5.sixmonth" 0.909847067237511 0.521739130434783
"532" "sub.360.2.one.month" 2.51134685169122 31 "sub.360.3.twomonth" 0.281282457385362 0.310344827586207
"533" "sub.53.7.one.year" 3.41828976197664 33 NA NA NA
"534" "sub.384.11.sick" 0.937688633469786 34 "sub.384.2.one.month" 0.63865812388515 0.392857142857143
"535" "sub.89.12.sick" 2.84854499491731 32 "sub.89.13.sick" 0.77840446878898 0.486486486486487
"536" "sub.94.6.ninemonth" 3.30280431631419 30 NA NA NA
"537" "sub.321.3.twomonth" 1.71432138449109 17 "sub.321.4.fourmonth" 0.711075728572195 0.666666666666667
"538" "sub.16.7.one.year" 3.30388984350831 34 "sub.16.12.sick" 0.542763932146982 0.333333333333333
"539" "sub.8.7.one.year" 3.40303828951929 28 NA NA NA
"540" "sub.237.4.fourmonth" 2.20837430161532 28 NA NA NA
"541" "sub.364.2.one.month" 1.3464385562429 22 "sub.364.3.twomonth" 0.375612682733462 0.482758620689655
"542" "sub.394.0.initial" 1.8430319943005 30 "sub.394.1.two.week" 0.961596762878332 0.516129032258065
"543" "sub.162.5.sixmonth" 2.29680800527984 19 "sub.162.6.ninemonth" 0.185076021710219 0.3
"544" "sub.192.5.sixmonth" 1.41029979632613 34 "sub.192.7.one.year" 0.699739514279921 0.416666666666667
"545" "sub.260.4.fourmonth" 2.50654783560694 21 "sub.260.6.ninemonth" 0.48358490389911 0.666666666666667
"546" "sub.247.4.fourmonth" 1.59129063442079 24 "sub.247.13.sick" 0.180551019608355 0.5
"547" "sub.394.1.two.week" 1.55031406011609 21 "sub.394.11.sick" 0.416873718421038 0.518518518518518
"548" "sub.179.13.sick" 0.503758747604971 22 "sub.179.6.ninemonth" 0.711970993144864 0.571428571428572
"549" "sub.110.6.ninemonth" 1.13023147882385 23 NA NA NA
"550" "sub.349.3.twomonth" 2.13133890610787 26 "sub.349.4.fourmonth" 0.931637374911669 0.551724137931034
"551" "sub.46.7.one.year" 0.121918017315192 15 NA NA NA
"552" "sub.111.6.ninemonth" 3.31993218562846 34 "sub.111.7.one.year" 0.804467698477348 0.435897435897436
"553" "sub.90.13.sick" 3.28857545514201 36 "sub.90.7.one.year" 0.902601171318525 0.676470588235294
"554" "sub.394.11.sick" 1.62618315464185 24 "sub.394.2.one.month" 0.173002545774993 0.375
"556" "sub.273.4.fourmonth" 1.78287895678465 27 "sub.273.5.sixmonth" 0.590743602306562 0.541666666666667
"557" "sub.410.1.two.week" 1.60984910626765 19 "sub.410.2.one.month" 0.664635836344304 0.4
"558" "sub.13.7.one.year" 2.74959244269673 36 NA NA NA
"559" "sub.16.12.sick" 3.74739208038171 33 NA NA NA
"560" "sub.397.2.one.month" 0.873735868075753 38 "sub.397.3.twomonth" 0.72637908496732 0.571428571428572
"561" "sub.384.2.one.month" 1.87595224096011 23 "sub.384.3.twomonth" 0.600535368699018 0.478260869565217
"562" "sub.2.17.sick" 2.6525417831904 31 NA NA NA
"563" "sub.424.0.initial" 1.15278949650205 32 "sub.424.4.fourmonth" 0.905105814135171 0.514285714285714
"564" "sub.290.4.fourmonth" 2.55888278950018 28 "sub.290.5.sixmonth" 0.640007317600492 0.421052631578947
"565" "sub.431.0.initial" 1.22538073082097 26 "sub.431.1.two.week" 0.698123856511944 0.5
"566" "sub.394.2.one.month" 1.76707262229117 21 "sub.394.3.twomonth" 0.427317826376096 0.5
"568" "sub.247.13.sick" 1.78964766159952 30 "sub.247.5.sixmonth" 0.592265984343111 0.458333333333333
"569" "sub.14.7.one.year" 3.20861127833294 39 NA NA NA
"571" "sub.360.3.twomonth" 3.10024751066947 30 "sub.360.5.sixmonth" 0.781458237981832 0.387096774193548
"573" "sub.439.0.initial" 1.71688230263858 32 "sub.439.1.two.week" 0.770677284554128 0.4
"574" "sub.436.0.initial" 1.28412440106189 18 "sub.436.1.two.week" 0.355985752996722 0.578947368421053
